;titulo;region;tipo inmueble;proposito;direccion;orientacion;antiguedad;m2 totales;m2_utiles;terraza;m2_terraza;ambientes;habitaciones;banos;estacionamiento;bodega;piso de apartamento;cantidad de pisos edificio;apartamentos por piso;gastos comunes;precio;precio por m2;latitud;longitud;url
60;Edificio Av. Sta. Rosa- Vista Sur Piso 9;santiago-metropolitana;departamento;arriendo;Av. Sta. Rosa 991, San Diego, Santiago, RM (Metropolitana);Sur;0;40,84;38,84;Si;2;3;2;1;1;1;9;23;28;0;440000;10773,75122;-33,45714;-70,64341;https://www.portalinmobiliario.com/MLC-1443355520-edificio-av-sta-rosa-vista-sur-piso-9-_JM#position=11&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
61;Santo Domingo 3251 -  Departamento 1d1b, Santiago;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1366467897-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=12&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
62;Edificio Carmen- Vista Poniente Piso 5;santiago-metropolitana;departamento;arriendo;Carmen 90, Santa Isabel, Santiago, RM (Metropolitana);Poniente;0;27,39;24,3;Si;3,09;1;0;1;0;0;5;10;21;0;315000;11500,54765;-33,44422;-70,64304;https://www.portalinmobiliario.com/MLC-1365813279-edificio-carmen-vista-poniente-piso-5-_JM#position=13&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
63;Edificio Edificio Cima- Vista Norte Piso 11;santiago-metropolitana;departamento;arriendo;Vicuña Mackenna 327, Santa Isabel, Santiago, RM (Metropolitana);Norte;0;47,88;40,34;Si;7,54;3;2;1;0;0;11;18;26;0;430000;8980,785297;-33,44582;-70,63281;https://www.portalinmobiliario.com/MLC-1437964402-edificio-edificio-cima-vista-norte-piso-11-_JM#position=14&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
64;Edificio Sta. Rosa- Vista Poniente Piso 6;santiago-metropolitana;departamento;arriendo;Sta. Rosa 325, San Diego, Santiago, RM (Metropolitana);Poniente;0;66;60;Si;6;3;2;2;0;0;6;31;11;0;400000;6060,606061;-33,44856;-70,64477;https://www.portalinmobiliario.com/MLC-1438115946-edificio-sta-rosa-vista-poniente-piso-6-_JM#position=15&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
65;Edificio Edificio Cima- Vista Oriente Piso 7;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1366503307-edificio-edificio-cima-vista-oriente-piso-7-_JM#position=16&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
66;Edificio Argomedo- Vista Poniente Piso 2;santiago-metropolitana;departamento;arriendo;Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana);Poniente;0;41,58;34,92;Si;6,66;2;1;1;1;1;2;9;25;0;440000;10582,01058;-33,44985;-70,63668;https://www.portalinmobiliario.com/MLC-1443342726-edificio-argomedo-vista-poniente-piso-2-_JM#position=17&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
67;Santo Domingo 3251 -  Departamento Studio, Santiago;santiago-metropolitana;departamento;arriendo;Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);P;0 años;29;29;Si;1;0;1;1;0;0;2;22;10;0;280000;9655,172414;-33,43819;-70,67657;https://www.portalinmobiliario.com/MLC-1451876852-santo-domingo-3251-departamento-studio-santiago-_JM#position=18&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
68;Santo Domingo 3251 -  Departamento 2d2b(3c), Santiago;santiago-metropolitana;departamento;arriendo;Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);P;1 años;71;71;0;0;0;2;2;0;0;2;22;12;0;410000;5774,647887;-33,43819;-70,67657;https://www.portalinmobiliario.com/MLC-1361685178-santo-domingo-3251-departamento-2d2b3c-santiago-_JM#position=19&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
69;Tocornal 661 -  Departamento 2d2b(4c), Santiago;santiago-metropolitana;departamento;arriendo;Manuel Antonio Tocornal 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana);SP;1 años;53;53;0;0;0;2;2;0;0;2;9;12;0;430000;8113,207547;-33,45071;-70,63992;https://www.portalinmobiliario.com/MLC-1479563570-tocornal-661-departamento-2d2b4c-santiago-_JM#position=20&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
70;Tocornal 661 -  Departamento 1d1b, Santiago;santiago-metropolitana;departamento;arriendo;Manuel Antonio Tocornal 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana);SP;1 años;36;36;0;0;0;1;1;0;0;2;9;20;0;306000;8500;-33,45071;-70,63992;https://www.portalinmobiliario.com/MLC-1366441699-tocornal-661-departamento-1d1b-santiago-_JM#position=21&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
71;Santo Domingo 3251 - Departamento 2d2b(4c), Santiago;santiago-metropolitana;departamento;arriendo;Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);N;0 años;64;64;0;0;0;2;2;0;0;2;22;10;0;426000;6656,25;-33,43819;-70,67657;https://www.portalinmobiliario.com/MLC-1409149624-santo-domingo-3251-departamento-2d2b4c-santiago-_JM#position=22&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
72;Edificio San Diego- Vista Sur Piso 18;santiago-metropolitana;departamento;arriendo;San Diego 313, Parque Almagro, Santiago, RM (Metropolitana);Sur;0;16,43;16,43;0;0;1;0;1;0;1;18;21;25;0;270000;16433,35362;-33,45165;-70,65043;https://www.portalinmobiliario.com/MLC-1359024755-edificio-san-diego-vista-sur-piso-18-_JM#position=23&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
73;Edificio Chiloé- Vista Norte Piso 3;santiago-metropolitana;departamento;arriendo;Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana);Norte;0;48,98;42,77;Si;6,21;3;2;2;0;0;3;5;55;0;415000;8472,84606;-33,47113;-70,64531;https://www.portalinmobiliario.com/MLC-1364029939-edificio-chiloe-vista-norte-piso-3-_JM#position=24&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
74;Depto. 2 Hab 2 B Terraza Y Pto. Lav. Metro Sta. Ana;santiago-metropolitana;departamento;arriendo;General Mackenna 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana);P;1 años;50;48;Si;2;0;2;2;0;0;27;27;8;0;410000;8200;-33,43325;-70,65905;https://www.portalinmobiliario.com/MLC-1324075949-depto-2-hab-2-b-terraza-y-pto-lav-metro-sta-ana-_JM#position=25&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
75;Edificio Martínez De Rozas- Vista Poniente Piso 1;santiago-metropolitana;departamento;arriendo;Martínez De Rozas 2328, Parque Los Reyes, Santiago, RM (Metropolitana);Poniente;0;68,72;39,81;Si;28,91;2;1;1;1;1;1;6;18;0;365000;5311,408615;-33,43384;-70,66986;https://www.portalinmobiliario.com/MLC-1429619828-edificio-martinez-de-rozas-vista-poniente-piso-1-_JM#position=26&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
76;Edificio José Miguel Carrera- Vista Oriente Piso 6;santiago-metropolitana;departamento;arriendo;José Miguel Carrera 277, Ejército - Toesca, Santiago, RM (Metropolitana);Oriente;0;37;35;Si;2;2;1;1;0;1;6;0;0;0;392000;10594,59459;-33,45097;-70,66326;https://www.portalinmobiliario.com/MLC-1429619756-edificio-jose-miguel-carrera-vista-oriente-piso-6-_JM#position=27&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
77;Edificio Tarapacá- Vista Oriente Piso 21;santiago-metropolitana;departamento;arriendo;Tarapacá 876, Bulnes, Santiago, RM (Metropolitana);Oriente;0;29;27;Si;2;2;1;1;0;0;21;27;17;0;340000;11724,13793;-33,44689;-70,64812;https://www.portalinmobiliario.com/MLC-1434052018-edificio-tarapaca-vista-oriente-piso-21-_JM#position=28&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
78;Edificio Morandé- Vista Norte Piso 2;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1434355394-edificio-morande-vista-norte-piso-2-_JM#position=29&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
79;Edificio Nataniel Cox- Vista Poniente Piso 5;santiago-metropolitana;departamento;arriendo;Nataniel Cox 683, Parque Almagro, Santiago, RM (Metropolitana);Poniente;0;31;29;Si;2;2;1;1;0;1;5;17;12;0;320000;10322,58065;-33,45395;-70,6526;https://www.portalinmobiliario.com/MLC-1434268976-edificio-nataniel-cox-vista-poniente-piso-5-_JM#position=30&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
80;Edificio Chacabuco- Vista Poniente Piso 5;santiago-metropolitana;departamento;arriendo;Chacabuco 900 - 1200, Parque Los Reyes, Santiago, RM (Metropolitana);Poniente;0;34;32;Si;2;2;1;1;0;0;5;26;15;0;330000;9705,882353;-33,57015;-70,57327;https://www.portalinmobiliario.com/MLC-1267551607-edificio-chacabuco-vista-poniente-piso-5-_JM#position=31&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
81;Edificio Argomedo- Vista Oriente Piso 5;santiago-metropolitana;departamento;arriendo;Argomedo 300 - 600, Santa Isabel, Santiago, RM (Metropolitana);Oriente;0;29,32;25,22;Si;4,1;1;0;1;0;0;5;9;63;0;310000;10572,98772;-33,44804;-70,64487;https://www.portalinmobiliario.com/MLC-1359584045-edificio-argomedo-vista-oriente-piso-5-_JM#position=32&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
82;Edificio Fray Camilo Henríquez- Vista Poniente Piso 5;santiago-metropolitana;departamento;arriendo;Fray Camilo Henríquez 600 - 900, Barrio Diez de Julio, Santiago, RM (Metropolitana);Poniente;0;37,2;31,38;Si;5,82;2;1;1;0;0;5;12;20;0;370000;9946,236559;-33,45347;-70,63282;https://www.portalinmobiliario.com/MLC-1378286504-edificio-fray-camilo-henriquez-vista-poniente-piso-5-_JM#position=33&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
83;Edificio García Reyes- Vista Poniente Piso 3;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1424613538-edificio-garcia-reyes-vista-poniente-piso-3-_JM#position=34&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
84;Edificio Matucana- Vista Sur Piso 10;santiago-metropolitana;departamento;arriendo;Matucana 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana);Sur;0;50,47;47,39;Si;3,08;3;2;2;0;0;10;10;15;0;429000;8500,099069;-33,45058;-70,67901;https://www.portalinmobiliario.com/MLC-1321897776-edificio-matucana-vista-sur-piso-10-_JM#position=35&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
85;Edificio Avenida Vicuña Mackenna- Vista Norte Piso 22;santiago-metropolitana;departamento;arriendo;Avenida Vicuña Mackenna 1207, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);Norte;0;27;26;Si;1;2;1;1;0;0;22;30;25;0;300000;11111,11111;-33,45738;-70,62938;https://www.portalinmobiliario.com/MLC-1418330282-edificio-avenida-vicuna-mackenna-vista-norte-piso-22-_JM#position=36&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
86;Edificio Miraflores- Vista Poniente Piso 22;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1361991666-edificio-miraflores-vista-poniente-piso-22-_JM#position=37&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
87;Edificio Eyzaguirre- Vista Oriente Piso 17;santiago-metropolitana;departamento;arriendo;Eyzaguirre 766, San Diego, Santiago, RM (Metropolitana);Oriente;0;22;22;0;0;1;0;1;0;0;17;21;28;0;240000;10909,09091;-33,45194;-70,64592;https://www.portalinmobiliario.com/MLC-1347977001-edificio-eyzaguirre-vista-oriente-piso-17-_JM#position=38&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
88;Edificio Matucana- Vista Norte Piso 3;santiago-metropolitana;departamento;arriendo;0;Norte;0;39,22;36,25;Si;2,97;2;1;1;0;0;3;10;15;0;315000;8031,616522;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1355086160-edificio-matucana-vista-norte-piso-3-_JM#position=39&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
89;Edificio Sta. Elena- Vista Oriente Piso 2;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1359846361-edificio-sta-elena-vista-oriente-piso-2-_JM#position=40&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
90;Edificio Miguel León Prado- Vista Sur Piso 7;santiago-metropolitana;departamento;arriendo;Miguel León Prado 55, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420000;0;-33,46197;-70,62862;https://www.portalinmobiliario.com/MLC-1406025628-edificio-miguel-leon-prado-vista-sur-piso-7-_JM#position=41&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
91;Edificio Nataniel Cox- Vista Sur Piso 3;santiago-metropolitana;departamento;arriendo;Nataniel Cox 600 - 900, Parque Almagro, Santiago, RM (Metropolitana);Sur;0;34,16;31,68;Si;2,48;2;1;1;0;0;3;17;12;0;315000;9221,311475;-33,45738;-70,65206;https://www.portalinmobiliario.com/MLC-1366211676-edificio-nataniel-cox-vista-sur-piso-3-_JM#position=42&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
92;Edificio Matucana- Vista Norte Piso 3;santiago-metropolitana;departamento;arriendo;Matucana 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana);Norte;0;33,61;33,61;0;0;2;1;1;0;0;3;10;15;0;313000;9312,704552;-33,45058;-70,67901;https://www.portalinmobiliario.com/MLC-1355138810-edificio-matucana-vista-norte-piso-3-_JM#position=43&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
93;Edificio Catedral- Vista Norte Piso 3;santiago-metropolitana;departamento;arriendo;Catedral 1500 - 1800, Barrio Brasil, Santiago, RM (Metropolitana);Norte;0;40;36;Si;4;3;2;1;1;1;3;9;10;0;395000;9875;-33,43831;-70,6598;https://www.portalinmobiliario.com/MLC-1346612204-edificio-catedral-vista-norte-piso-3-_JM#position=44&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
94;Edificio Av. Almte. Blanco Encalada- Vista Norte Piso 3;santiago-metropolitana;departamento;arriendo;Av. Almte. Blanco Encalada 2400 - 2700, Barrio República, Santiago, RM (Metropolitana);Norte;0;45,99;42,55;Si;3,44;3;2;1;1;1;3;9;16;0;440000;9567,297239;-33,45783;-70,66848;https://www.portalinmobiliario.com/MLC-1321526083-edificio-av-almte-blanco-encalada-vista-norte-piso-3-_JM#position=45&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
95;Edificio Av. Sta. Rosa- Vista Norte Piso 11;santiago-metropolitana;departamento;arriendo;Av. Sta. Rosa 991, San Diego, Santiago, RM (Metropolitana);Norte;0;42,68;40,88;Si;1,8;3;2;1;1;1;11;23;28;0;455000;10660,73102;-33,45714;-70,64341;https://www.portalinmobiliario.com/MLC-1361218225-edificio-av-sta-rosa-vista-norte-piso-11-_JM#position=46&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
96;Edificio Av. Almte. Blanco Encalada- Vista Poniente Piso 6;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1378286582-edificio-av-almte-blanco-encalada-vista-poniente-piso-6-_JM#position=47&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
97;Edificio Av. Almte. Blanco Encalada- Vista Nororiente Piso ;santiago-metropolitana;departamento;arriendo;Av. Almte. Blanco Encalada 2400 - 2700, Barrio República, Santiago, RM (Metropolitana);Nororiente;0;46,32;44,16;Si;2,16;3;2;2;1;1;1;9;16;0;470000;10146,80484;-33,45783;-70,66848;https://www.portalinmobiliario.com/MLC-1309895566-edificio-av-almte-blanco-encalada-vista-nororiente-piso-_JM#position=48&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
98;Edificio Fray Camilo Henríquez- Vista Sur Piso 8;santiago-metropolitana;departamento;arriendo;Fray Camilo Henríquez 660, Barrio Diez de Julio, Santiago, RM (Metropolitana);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470000;0;-33,45051;-70,63371;https://www.portalinmobiliario.com/MLC-1385385872-edificio-fray-camilo-henriquez-vista-sur-piso-8-_JM#position=49&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
99;Edificio Lira- Vista Oriente Piso 3;santiago-metropolitana;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1361942668-edificio-lira-vista-oriente-piso-3-_JM#position=50&search_layout=stack&type=item&tracking_id=4451f673-0a7e-4f33-9e20-73ff8bb91726
0;Comodo Departamento En Portal Pacifico Iii;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1536635534-comodo-departamento-en-portal-pacifico-iii-_JM#position=1&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
1;Departamento En Marina Oceano Peñuelas;coquimbo;departamento;arriendo;Departamento En Marina Oceano Peñuelas, Avenida del Mar, La Serena, Coquimbo;P;7 años;57;54;Si;3;2;2;2;1;0;6;6;0;0;540000;9473,684211;-29,91833;-71,27587;https://www.portalinmobiliario.com/MLC-1536752756-departamento-en-marina-oceano-penuelas-_JM#position=2&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
2;Serena Pacífico Arriendo Marzo A Diciembre La Serena;coquimbo;departamento;arriendo;Serena Pacífico Arriendo Marzo A Diciembre La Serena, La Pampa, La Serena, Coquimbo;O;10 años;60;60;0;0;2;2;2;1;0;0;0;0;0;450000;7500;-29,92025;-71,27456;https://www.portalinmobiliario.com/MLC-1520309510-serena-pacifico-arriendo-marzo-a-diciembre-la-serena-_JM#position=3&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
3;Departamento Frente A Hospital De Coquimbo;coquimbo;departamento;arriendo;Departamento Frente A Hospital De Coquimbo, San Juan, Coquimbo, Coquimbo;NP;1 años;60;56;Si;4;3;3;1;1;0;9;9;6;0;450000;7500;-29,96501;-71,243;https://www.portalinmobiliario.com/MLC-1369542135-departamento-frente-a-hospital-de-coquimbo-_JM#position=4&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
4;Departamento En Primer Piso Barrio Universitario Iii;coquimbo;departamento;arriendo;Departamento En Primer Piso Barrio Universitario Iii, San Joaquín, La Serena, Coquimbo;NP;10 años;68;65;Si;3;3;3;2;1;1;1;1;6;0;550000;8088,235294;38,89037;-77,03196;https://www.portalinmobiliario.com/MLC-1449174234-departamento-en-primer-piso-barrio-universitario-iii-_JM#position=5&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
5;Departamento En Jardines Del Pacifico Iii;coquimbo;departamento;arriendo;Departamento En Jardines Del Pacifico Iii, Puerta del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400000;0;-29,9013;-71,26327;https://www.portalinmobiliario.com/MLC-1362244601-departamento-en-jardines-del-pacifico-iii-_JM#position=6&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
6;Terrazas Del Sol Iii Con Vista Poniente;coquimbo;departamento;arriendo;Terrazas Del Sol Iii Con Vista Poniente, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450000;0;-29,90557;-71,27384;https://www.portalinmobiliario.com/MLC-1500949026-terrazas-del-sol-iii-con-vista-poniente-_JM#position=7&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
7;Departamento Ubicado En Aqua Resort;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1501194318-departamento-ubicado-en-aqua-resort-_JM#position=8&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
8;Departamento En Condominio Pacifico 3100;coquimbo;departamento;arriendo;Departamento En Condominio Pacifico 3000 - 3300, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450000;0;-29,91473;-71,27521;https://www.portalinmobiliario.com/MLC-1357527378-departamento-en-condominio-pacifico-3100-_JM#position=9&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
9;Departamento En Jardines Del Pacifico Iii P5;coquimbo;departamento;arriendo;Departamento En Jardines Del Pacifico Iii P5, Puerta del Mar, La Serena, Coquimbo;P;1 años;43;40;Si;3;2;2;1;1;0;5;0;0;0;480000;11162,7907;-29,87272;-71,24201;https://www.portalinmobiliario.com/MLC-1367198123-departamento-en-jardines-del-pacifico-iii-p5-_JM#position=10&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
10;Departamento En Condominio Las Higueras;coquimbo;departamento;arriendo;Departamento En Condominio Las Higueras, La Pampa, La Serena, Coquimbo;O;5 años;91;85;Si;6;3;3;2;3;1;4;4;3;0;990000;10879,12088;-29,91965;-71,2581;https://www.portalinmobiliario.com/MLC-1325462633-departamento-en-condominio-las-higueras-_JM#position=11&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
11;Departamento Con Vista Al Mar Marina Oceano;coquimbo;departamento;arriendo;Departamento Con Vista Al Mar Marina Oceano, Avenida del Mar, La Serena, Coquimbo;P;5 años;70;70;0;0;2;2;2;1;0;14;0;0;0;420000;6000;-29,91473;-71,27521;https://www.portalinmobiliario.com/MLC-1347185065-departamento-con-vista-al-mar-marina-oceano-_JM#position=12&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
12;Amplio Departamento En Pacifico I ;coquimbo;departamento;arriendo;Amplio Departamento En Pacifico I, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490000;0;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1336228278-amplio-departamento-en-pacifico-i-_JM#position=13&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
13;Departamento En Condominio Pacifico 3100;coquimbo;departamento;arriendo;Departamento En Condominio Pacifico 3000 - 3300, Avenida del Mar, La Serena, Coquimbo;N;2 años;60;60;0;0;2;2;2;1;0;5;0;0;0;460000;7666,666667;-29,91473;-71,27521;https://www.portalinmobiliario.com/MLC-1357515702-departamento-en-condominio-pacifico-3100-_JM#position=14&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
14;Departamento Frente Al Mar Aqua Resort;coquimbo;departamento;arriendo;Departamento Frente Al Mar Aqua Resort, Avenida del Mar, La Serena, Coquimbo;P;5 años;60;60;0;0;2;2;2;1;0;6;0;0;0;800000;13333,33333;-29,92635;-71,27843;https://www.portalinmobiliario.com/MLC-1366076511-departamento-frente-al-mar-aqua-resort-_JM#position=15&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
15;Departamento En Arriendo  Con Vista Al Mar - Marina Costa;coquimbo;departamento;arriendo;Departamento En Arriendo  Con Vista Al Mar - Marina Costa, Avenida Costanera, Coquimbo, Coquimbo;SP;3 años;60;57;Si;3;2;2;2;1;0;24;24;6;0;470000;7833,333333;-30,19378;-71,4312;https://www.portalinmobiliario.com/MLC-1430594748-departamento-en-arriendo-con-vista-al-mar-marina-costa-_JM#position=16&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
16;Departamento Con Vista Al Mar Aqua Resort;coquimbo;departamento;arriendo;Departamento Con Vista Al Mar Aqua Resort, Avenida del Mar, La Serena, Coquimbo;SP;5 años;97;91;Si;6;3;3;2;1;0;0;0;0;0;900000;9278,350515;-29,89813;-71,25902;https://www.portalinmobiliario.com/MLC-1360221671-departamento-con-vista-al-mar-aqua-resort-_JM#position=17&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
17;Ubicación Privilegiada Aqua Resort;coquimbo;departamento;arriendo;Ubicación Privilegiada Aqua Resort, Avenida del Mar, La Serena, Coquimbo;SP;5 años;105;95;Si;10;3;3;2;1;1;6;0;0;0;1000000;9523,809524;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1336309542-ubicacion-privilegiada-aqua-resort-_JM#position=18&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
18;Departamento Con Vista Frontal A La Playa;coquimbo;departamento;arriendo;Departamento Con Vista Frontal A La Playa, Avenida del Mar, La Serena, Coquimbo;P;7 años;70;70;0;0;2;2;2;1;0;7;0;0;0;690000;9857,142857;-29,91473;-71,27521;https://www.portalinmobiliario.com/MLC-1336347769-departamento-con-vista-frontal-a-la-playa-_JM#position=19&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
19;Arriendo Hermoso Dpto Año Corrido Sin Muebles;coquimbo;departamento;arriendo;Federico Arcos 397, Puerta del Mar, La Serena, Coquimbo;0;0;55;51;0;0;0;2;2;1;0;0;0;0;0;460000;8363,636364;-29,90008;-71,26439;https://www.portalinmobiliario.com/MLC-1373443955-arriendo-hermoso-dpto-ano-corrido-sin-muebles-_JM#position=20&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
